time,user_id,exercise_code
2011-01-01T11:34:30,309,strength1
2011-01-01T11:35:00,100,cardio3
2011-01-01T11:36:00,217,strength5
2011-01-01T11:41:30,227,cardio5
2011-01-01T11:43:30,167,cardio4
2011-01-01T11:43:30,321,cardio2
2011-01-01T11:48:30,222,cardio3
2011-01-01T11:49:30,266,cardio5
2011-01-01T11:50:00,217,strength1
2011-01-01T11:52:00,247,cardio3
2011-01-01T11:52:30,135,cardio2
2011-01-01T11:56:30,101,cardio1
2011-01-01T11:57:30,258,strength1
2011-01-01T11:59:30,135,strength1
2011-01-01T12:01:00,136,cardio3
2011-01-01T12:03:00,50,cardio1
2011-01-01T12:08:00,110,strength4
2011-01-01T12:09:00,96,cardio3
2011-01-01T12:10:30,167,cardio1
2011-01-01T12:11:30,135,strength4
2011-01-01T12:18:30,222,cardio2
2011-01-01T12:23:00,170,cardio5
2011-01-01T12:25:00,110,strength2
2011-01-01T12:27:00,53,strength5
2011-01-01T12:27:30,309,cardio1
2011-01-01T12:29:00,73,strength2
2011-01-01T12:31:00,110,strength3
2011-01-01T12:36:00,217,cardio1
2011-01-01T12:36:30,258,cardio2
2011-01-01T12:37:00,53,strength1
2011-01-01T12:38:00,3,strength3
2011-01-01T12:40:00,181,strength1
2011-01-01T12:40:00,50,cardio4
2011-01-01T12:42:00,100,cardio5
2011-01-01T12:45:30,135,cardio1
2011-01-01T12:46:00,136,cardio1
2011-01-01T12:46:00,73,strength4
2011-01-01T12:49:30,258,strength2
2011-01-01T12:50:00,110,strength5
2011-01-01T12:52:00,26,cardio5
2011-01-01T12:57:00,73,strength1
2011-01-01T12:59:00,124,strength2
2011-01-01T13:04:00,110,strength1
2011-01-01T13:07:30,332,cardio4
2011-01-01T13:08:30,160,cardio5
2011-01-01T13:09:00,124,strength4
2011-01-01T13:11:00,73,strength5
2011-01-01T13:13:00,124,strength3
2011-01-01T13:13:30,309,cardio2
2011-01-01T13:14:00,260,cardio3
2011-01-01T13:15:00,53,cardio2
2011-01-01T13:15:00,73,strength3
2011-01-01T13:15:30,135,cardio4
2011-01-01T13:17:30,332,strength2
2011-01-01T13:20:00,124,strength1
2011-01-01T13:28:00,124,strength5
2011-01-01T13:29:00,53,strength2
2011-01-01T13:34:00,334,cardio1
2011-01-01T13:35:00,46,cardio2
2011-01-01T13:36:30,309,strength2
2011-01-01T13:38:30,258,cardio1
2011-01-01T13:42:00,260,cardio1
2011-01-01T13:48:00,46,strength1
2011-01-01T13:51:00,73,cardio2
2011-01-01T13:51:30,21,strength1
2011-01-01T13:53:00,169,cardio4
2011-01-01T13:55:00,3,cardio3
2011-01-01T13:58:30,332,cardio3
2011-01-01T14:01:30,21,strength4
2011-01-01T14:03:00,169,strength1
2011-01-01T14:06:00,181,cardio3
2011-01-01T14:06:30,315,cardio3
2011-01-01T14:16:00,169,strength2
2011-01-01T14:20:00,334,cardio3
2011-01-01T14:21:30,173,cardio2
2011-01-01T14:23:00,124,cardio5
2011-01-01T14:23:30,135,cardio5
2011-01-01T14:26:30,167,cardio4
2011-01-01T14:28:30,21,cardio1
2011-01-01T14:32:00,73,cardio4
2011-01-01T14:32:30,172,cardio3
2011-01-01T14:35:00,190,strength5
2011-01-01T14:36:00,260,cardio5
2011-01-01T14:39:30,133,cardio2
2011-01-01T14:41:00,111,strength1
2011-01-01T14:41:00,190,strength3
2011-01-01T14:44:00,164,cardio5
2011-01-01T14:51:30,133,strength1
2011-01-01T14:54:00,169,cardio1
2011-01-01T14:54:00,181,cardio4
2011-01-01T15:01:00,260,cardio4
2011-01-01T15:02:00,178,cardio2
2011-01-01T15:03:00,124,cardio3
2011-01-01T15:03:30,12,cardio2
2011-01-01T15:03:30,128,cardio3
2011-01-01T15:06:30,128,strength3
2011-01-01T15:08:00,178,strength3
2011-01-01T15:09:00,301,cardio2
2011-01-01T15:11:00,46,cardio5
2011-01-01T15:12:00,110,cardio5
2011-01-01T15:12:30,12,strength1
2011-01-01T15:13:30,315,cardio5
2011-01-01T15:15:00,111,cardio2
2011-01-01T15:16:30,173,cardio3
2011-01-01T15:22:00,292,cardio4
2011-01-01T15:22:30,167,cardio5
2011-01-01T15:22:30,277,cardio2
2011-01-01T15:23:00,235,strength3
2011-01-01T15:23:00,242,strength1
2011-01-01T15:26:30,173,strength1
2011-01-01T15:31:00,235,strength1
2011-01-01T15:32:30,128,cardio2
2011-01-01T15:35:30,172,cardio5
2011-01-01T15:36:00,332,cardio4
2011-01-01T15:36:30,277,strength5
2011-01-01T15:42:00,292,strength2
2011-01-01T15:42:30,8,cardio2
2011-01-01T15:42:30,81,cardio2
2011-01-01T15:44:30,133,cardio3
2011-01-01T15:45:30,94,strength4
2011-01-01T15:46:00,323,cardio2
2011-01-01T15:46:30,265,cardio5
2011-01-01T15:49:30,8,strength1
2011-01-01T15:50:00,190,cardio3
2011-01-01T15:52:00,111,cardio1
2011-01-01T15:53:30,167,cardio1
2011-01-01T15:56:30,81,strength1
2011-01-01T15:57:00,111,strength3
2011-01-01T15:57:30,8,strength2
2011-01-01T15:59:30,94,strength2
2011-01-01T16:01:30,172,cardio1
2011-01-01T16:02:30,197,cardio1
2011-01-01T16:05:30,94,strength3
2011-01-01T16:09:00,242,cardio2
2011-01-01T16:10:00,111,strength5
2011-01-01T16:10:30,81,strength5
2011-01-01T16:15:00,55,strength2
2011-01-01T16:15:30,81,strength3
2011-01-01T16:16:00,332,cardio3
2011-01-01T16:16:30,290,cardio2
2011-01-01T16:17:30,94,strength1
2011-01-01T16:21:30,153,strength1
2011-01-01T16:21:30,290,strength3
2011-01-01T16:22:00,111,strength2
2011-01-01T16:25:00,55,strength1
2011-01-01T16:27:00,105,cardio3
2011-01-01T16:27:00,242,strength2
2011-01-01T16:27:30,8,cardio3
2011-01-01T16:28:00,100,cardio3
2011-01-01T16:29:00,183,cardio2
2011-01-01T16:29:30,128,cardio5
2011-01-01T16:30:30,153,strength2
2011-01-01T16:31:00,100,strength3
2011-01-01T16:32:00,235,cardio5
2011-01-01T16:32:30,94,strength5
2011-01-01T16:34:30,81,strength4
2011-01-01T16:35:30,210,cardio5
2011-01-01T16:38:00,303,cardio5
2011-01-01T16:41:30,249,cardio4
2011-01-01T16:43:30,280,strength1
2011-01-01T16:45:30,59,strength1
2011-01-01T16:47:30,197,cardio3
2011-01-01T16:48:00,310,strength1
2011-01-01T16:49:00,242,strength5
2011-01-01T16:55:30,173,cardio5
2011-01-01T16:59:00,305,cardio2
2011-01-01T17:00:00,55,cardio1
2011-01-01T17:01:00,323,cardio3
2011-01-01T17:02:30,153,cardio1
2011-01-01T17:03:00,310,strength4
2011-01-01T17:08:00,100,cardio1
2011-01-01T17:08:30,59,cardio2
2011-01-01T17:11:30,277,cardio5
2011-01-01T17:12:00,183,cardio4
2011-01-01T17:14:00,111,cardio3
2011-01-01T17:15:30,8,cardio5
2011-01-01T17:16:30,59,strength5
2011-01-01T17:17:00,334,cardio4
2011-01-01T17:18:30,280,cardio1
2011-01-01T17:20:30,81,cardio1
2011-01-01T17:21:30,286,cardio3
2011-01-01T17:22:30,197,cardio4
2011-01-01T17:22:30,249,cardio3
2011-01-01T17:24:00,105,cardio5
2011-01-01T17:27:30,59,strength4
2011-01-01T17:33:30,249,strength2
2011-01-01T17:36:30,290,cardio5
2011-01-01T17:40:00,310,cardio2
2011-01-01T17:41:00,201,strength2
2011-01-01T17:41:00,334,cardio2
2011-01-01T17:41:00,55,cardio4
2011-01-01T17:42:30,94,cardio3
2011-01-01T17:44:30,148,cardio4
2011-01-01T17:44:30,249,strength1
2011-01-01T17:48:30,153,cardio3
2011-01-01T17:53:00,238,strength5
2011-01-01T18:08:00,238,strength1
2011-01-01T18:09:00,201,cardio4
2011-01-01T18:20:00,294,cardio3
2011-01-01T18:27:00,238,strength2
2011-01-01T18:27:30,204,cardio2
2011-01-01T18:32:00,253,strength1
2011-01-01T18:37:30,32,cardio5
2011-01-01T18:38:00,201,cardio1
2011-01-01T18:46:00,304,strength1
2011-01-01T19:01:00,294,cardio4
2011-01-01T19:03:30,48,cardio2
2011-01-01T19:05:30,337,cardio1
2011-01-01T19:12:00,305,cardio5
2011-01-01T19:13:30,16,cardio3
2011-01-01T19:14:30,48,strength1
2011-01-01T19:15:30,32,cardio3
2011-01-01T19:22:00,307,cardio4
2011-01-01T19:23:00,253,cardio2
2011-01-01T19:28:00,333,cardio3
2011-01-01T19:34:30,190,strength5
2011-01-01T19:34:30,204,cardio4
2011-01-01T19:34:30,247,cardio3
2011-01-01T19:36:00,304,cardio2
2011-01-01T19:40:30,190,strength3
2011-01-01T19:41:30,16,cardio4
2011-01-01T19:44:30,337,cardio3
2011-01-01T19:50:30,290,cardio3
2011-01-01T19:53:00,249,cardio4
2011-01-01T19:53:30,48,cardio1
2011-01-01T19:54:30,321,cardio4
2011-01-01T19:55:00,304,strength2
2011-01-01T19:55:00,307,cardio1
2011-01-01T19:58:30,190,strength4
2011-01-01T20:00:00,333,cardio2
2011-01-01T20:02:00,249,strength1
2011-01-01T20:03:30,321,strength2
2011-01-01T20:07:30,247,cardio4
2011-01-01T20:11:30,337,cardio2
2011-01-01T20:17:00,297,strength4
2011-01-01T20:18:30,247,strength1
2011-01-01T20:21:00,297,strength3
2011-01-01T20:21:00,307,cardio2
2011-01-01T20:28:30,247,strength2
2011-01-01T20:29:30,345,cardio2
2011-01-01T20:32:00,297,strength5
2011-01-01T20:32:00,333,cardio1
2011-01-01T20:34:30,167,cardio4
2011-01-01T20:35:30,321,cardio3
2011-01-01T20:41:00,28,cardio2
2011-01-01T20:42:00,297,strength1
2011-01-01T20:42:30,321,strength1
2011-01-01T20:42:30,345,strength1
2011-01-01T20:43:30,241,strength1
2011-01-01T20:43:30,337,cardio4
2011-01-01T20:46:00,253,cardio3
2011-01-01T20:48:00,249,cardio3
2011-01-01T20:58:00,249,strength2
2011-01-01T21:05:30,290,cardio5
2011-01-01T21:05:30,321,cardio1
2011-01-01T21:14:30,321,strength5
2011-01-01T21:16:30,167,cardio3
2011-01-01T21:23:00,28,cardio5
2011-01-01T21:24:00,264,cardio4
2011-01-01T21:28:00,28,strength1
2011-01-01T21:29:30,241,cardio1
2011-01-01T21:29:30,345,cardio1
2011-01-01T21:31:00,28,strength3
2011-01-01T21:33:00,307,cardio5
2011-01-01T21:37:00,297,cardio3
2011-01-01T21:42:30,167,cardio1
2011-01-01T21:53:30,167,strength4
2011-01-01T21:58:00,17,cardio2
2011-01-01T22:00:00,28,cardio3
2011-01-01T22:02:30,97,strength1
2011-01-01T22:04:00,206,cardio3
2011-01-01T22:05:00,17,strength1
2011-01-01T22:07:00,28,strength5
2011-01-01T22:13:00,17,strength5
2011-01-01T22:14:30,321,cardio5
2011-01-01T22:16:00,95,strength1
2011-01-01T22:20:30,241,cardio4
2011-01-01T22:21:30,72,cardio3
2011-01-01T22:27:00,95,strength2
2011-01-01T22:28:30,97,cardio1
2011-01-01T22:31:00,108,cardio5
2011-01-01T22:38:30,249,cardio4
2011-01-01T22:39:00,17,cardio1
2011-01-01T22:45:30,167,cardio5
2011-01-01T22:48:30,249,strength1
2011-01-01T22:51:30,72,cardio2
2011-01-01T22:55:30,97,cardio4
2011-01-01T22:58:00,248,cardio3
2011-01-01T22:59:30,249,strength2
2011-01-01T23:07:00,17,cardio4
2011-01-01T23:08:00,108,cardio3
2011-01-01T23:09:00,119,cardio3
2011-01-01T23:12:00,95,cardio4
2011-01-01T23:18:30,310,strength4
2011-01-01T23:20:00,248,cardio1
2011-01-01T23:26:00,274,strength4
2011-01-01T23:28:30,310,strength2
2011-01-01T23:32:00,108,cardio2
2011-01-01T23:33:30,97,cardio3
2011-01-01T23:36:00,274,strength1
2011-01-01T23:38:30,249,cardio1
2011-01-01T23:40:30,310,strength5
2011-01-01T23:40:30,333,cardio3
2011-01-01T23:41:00,248,cardio4
2011-01-01T23:42:30,97,strength2
2011-01-01T23:46:00,274,strength2
2011-01-01T23:47:00,17,cardio3
2011-01-01T23:50:00,274,strength3
2011-01-01T23:58:00,257,strength1
2011-01-02T00:01:00,274,strength5
2011-01-02T00:03:00,248,cardio2
2011-01-02T00:03:30,333,cardio2
2011-01-02T00:04:30,241,cardio5
2011-01-02T00:10:00,257,strength2
2011-01-02T00:13:00,95,cardio3
2011-01-02T00:15:30,60,cardio1
2011-01-02T00:22:00,78,strength5
2011-01-02T00:34:00,78,strength2
2011-01-02T00:47:00,274,cardio3
2011-01-02T00:48:00,78,strength4
2011-01-02T00:49:30,60,cardio2
2011-01-02T00:52:00,78,strength3
2011-01-02T00:53:00,257,cardio3
2011-01-02T01:01:00,78,strength1
2011-01-02T01:06:30,220,strength1
2011-01-02T01:10:30,333,cardio5
2011-01-02T01:25:00,257,cardio4
2011-01-02T01:32:30,60,cardio4
2011-01-02T01:51:00,78,cardio3
2011-01-02T01:52:30,220,cardio2
2011-01-02T01:58:30,220,strength3
2011-01-02T02:31:00,323,cardio3
2011-01-02T02:37:00,323,strength3
2011-01-02T03:14:30,220,cardio3
2011-01-02T03:29:00,323,cardio2
2011-01-02T06:12:00,182,strength5
2011-01-02T06:14:30,239,cardio3
2011-01-02T06:17:00,3,cardio3
2011-01-02T06:19:00,182,strength3
2011-01-02T06:25:30,78,strength4
2011-01-02T06:26:30,239,strength2
2011-01-02T06:32:00,182,strength1
2011-01-02T06:35:30,78,strength1
2011-01-02T06:39:30,239,strength1
2011-01-02T06:47:30,78,strength5
2011-01-02T06:54:00,182,strength4
2011-01-02T06:59:30,78,strength2
2011-01-02T07:03:30,78,strength3
2011-01-02T07:21:30,239,cardio1
2011-01-02T07:44:30,78,cardio4
2011-01-02T08:16:00,308,cardio5
2011-01-02T08:17:00,314,strength5
2011-01-02T08:19:00,308,strength3
2011-01-02T08:26:00,190,strength3
2011-01-02T08:27:00,314,strength4
2011-01-02T08:30:00,314,strength3
2011-01-02T08:38:00,314,strength1
2011-01-02T08:40:00,190,strength1
2011-01-02T08:45:00,308,cardio2
2011-01-02T08:47:00,314,strength2
2011-01-02T08:55:00,190,strength5
2011-01-02T09:19:00,165,strength1
2011-01-02T09:19:30,163,cardio4
2011-01-02T09:21:30,194,strength1
2011-01-02T09:28:00,314,cardio3
2011-01-02T09:29:00,95,cardio4
2011-01-02T09:33:30,339,cardio3
2011-01-02T09:35:30,34,strength1
2011-01-02T09:41:00,95,strength2
2011-01-02T09:41:30,194,strength2
2011-01-02T09:42:00,171,strength1
2011-01-02T09:50:00,171,strength2
2011-01-02T09:53:00,165,cardio2
2011-01-02T09:53:00,95,strength1
2011-01-02T09:56:00,165,strength3
2011-01-02T09:58:00,314,cardio1
2011-01-02T09:58:30,34,cardio2
2011-01-02T10:05:00,165,strength2
2011-01-02T10:06:30,271,strength2
2011-01-02T10:06:30,34,strength5
2011-01-02T10:07:30,250,strength1
2011-01-02T10:08:00,33,cardio1
2011-01-02T10:14:00,171,cardio1
2011-01-02T10:14:30,271,strength1
2011-01-02T10:21:00,48,cardio4
2011-01-02T10:25:30,271,strength4
2011-01-02T10:26:00,268,cardio2
2011-01-02T10:30:30,250,cardio4
2011-01-02T10:30:30,34,cardio1
2011-01-02T10:33:00,48,strength1
2011-01-02T10:34:00,281,cardio1
2011-01-02T10:35:00,95,cardio1
2011-01-02T10:36:30,321,cardio3
2011-01-02T10:38:00,171,cardio4
2011-01-02T10:42:00,281,strength1
2011-01-02T10:42:30,321,strength1
2011-01-02T10:43:30,194,cardio1
2011-01-02T10:43:30,258,strength1
2011-01-02T10:50:00,281,strength2
2011-01-02T10:52:30,271,cardio1
2011-01-02T10:54:30,250,cardio1
2011-01-02T10:59:00,165,cardio3
2011-01-02T11:04:30,250,strength2
2011-01-02T11:06:30,318,strength1
2011-01-02T11:09:30,321,cardio1
2011-01-02T11:11:00,48,cardio2
2011-01-02T11:12:30,34,cardio3
2011-01-02T11:13:00,281,cardio2
2011-01-02T11:14:00,316,strength1
2011-01-02T11:15:30,258,cardio2
2011-01-02T11:16:00,33,cardio3
2011-01-02T11:18:30,321,strength2
2011-01-02T11:27:30,321,strength5
2011-01-02T11:30:00,162,strength1
2011-01-02T11:30:00,325,strength2
2011-01-02T11:34:30,34,cardio4
2011-01-02T11:36:30,305,cardio2
2011-01-02T11:37:30,17,strength1
2011-01-02T11:42:30,305,strength3
2011-01-02T11:44:00,205,strength5
2011-01-02T11:46:30,250,cardio3
2011-01-02T11:48:00,316,cardio2
2011-01-02T11:50:30,318,cardio3
2011-01-02T11:52:00,325,cardio4
2011-01-02T11:56:30,321,cardio4
2011-01-02T11:58:00,325,strength1
2011-01-02T12:00:30,333,cardio2
2011-01-02T12:01:30,318,strength2
2011-01-02T12:02:00,205,cardio2
2011-01-02T12:02:30,17,cardio2
2011-01-02T12:05:30,17,strength3
2011-01-02T12:06:00,319,cardio2
2011-01-02T12:09:30,258,cardio3
2011-01-02T12:12:00,268,cardio5
2011-01-02T12:14:30,17,strength2
2011-01-02T12:25:00,325,cardio1
2011-01-02T12:26:30,42,strength1
2011-01-02T12:27:00,300,cardio3
2011-01-02T12:32:30,318,cardio4
2011-01-02T12:37:30,333,cardio3
2011-01-02T12:38:00,316,cardio3
2011-01-02T12:40:30,49,cardio1
2011-01-02T12:42:30,17,cardio1
2011-01-02T12:43:00,205,cardio5
2011-01-02T12:44:30,219,cardio5
2011-01-02T12:46:30,42,cardio2
2011-01-02T12:47:00,174,strength1
2011-01-02T12:49:00,300,cardio1
2011-01-02T12:49:30,219,strength3
2011-01-02T12:55:00,325,cardio3
2011-01-02T12:56:30,346,cardio3
2011-01-02T13:01:00,162,cardio3
2011-01-02T13:04:30,333,cardio1
2011-01-02T13:10:30,305,cardio3
2011-01-02T13:10:30,42,cardio4
2011-01-02T13:11:00,32,cardio5
2011-01-02T13:14:30,192,cardio2
2011-01-02T13:18:30,42,strength5
2011-01-02T13:21:30,42,strength3
2011-01-02T13:24:30,219,cardio2
2011-01-02T13:29:30,179,cardio2
2011-01-02T13:31:30,192,strength1
2011-01-02T13:32:30,5,strength5
2011-01-02T13:35:00,326,strength1
2011-01-02T13:36:00,246,strength3
2011-01-02T13:36:30,318,cardio5
2011-01-02T13:40:00,174,cardio2
2011-01-02T13:40:00,325,cardio5
2011-01-02T13:41:00,300,cardio5
2011-01-02T13:41:30,194,cardio3
2011-01-02T13:46:30,17,cardio5
2011-01-02T13:49:30,5,strength4
2011-01-02T13:53:00,10,strength3
2011-01-02T13:55:30,182,strength5
2011-01-02T13:56:30,333,cardio5
2011-01-02T14:01:00,133,cardio2
2011-01-02T14:01:30,143,strength3
2011-01-02T14:01:30,5,strength2
2011-01-02T14:02:30,182,strength3
2011-01-02T14:03:30,42,cardio5
2011-01-02T14:06:30,5,strength3
2011-01-02T14:10:00,133,strength1
2011-01-02T14:10:30,12,cardio2
2011-01-02T14:10:30,349,cardio1
2011-01-02T14:13:00,16,cardio4
2011-01-02T14:16:30,5,strength1
2011-01-02T14:17:00,157,cardio3
2011-01-02T14:18:30,24,strength1
2011-01-02T14:20:00,16,strength2
2011-01-02T14:20:30,12,strength1
2011-01-02T14:20:30,182,strength2
2011-01-02T14:22:00,112,strength1
2011-01-02T14:22:30,179,cardio3
2011-01-02T14:23:00,242,cardio3
2011-01-02T14:23:30,42,cardio1
2011-01-02T14:26:00,16,strength1
2011-01-02T14:26:00,326,cardio2
2011-01-02T14:26:30,100,cardio2
2011-01-02T14:30:30,100,strength3
2011-01-02T14:34:00,10,cardio2
2011-01-02T14:37:00,165,cardio3
2011-01-02T14:39:00,77,strength1
2011-01-02T14:40:30,182,strength4
2011-01-02T14:41:00,326,strength2
2011-01-02T14:48:00,57,strength4
2011-01-02T14:52:00,16,cardio1
2011-01-02T14:52:00,246,cardio3
2011-01-02T14:52:30,349,cardio4
2011-01-02T14:53:00,266,cardio5
2011-01-02T14:58:30,334,cardio1
2011-01-02T15:01:00,165,cardio2
2011-01-02T15:01:30,24,cardio4
2011-01-02T15:05:30,349,strength1
2011-01-02T15:10:00,165,strength1
2011-01-02T15:15:00,77,cardio3
2011-01-02T15:16:00,250,cardio3
2011-01-02T15:18:30,264,cardio5
2011-01-02T15:19:00,57,cardio1
2011-01-02T15:21:30,334,cardio2
2011-01-02T15:22:00,112,cardio4
2011-01-02T15:22:00,181,strength2
2011-01-02T15:23:30,143,cardio5
2011-01-02T15:24:00,174,cardio5
2011-01-02T15:24:00,250,strength2
2011-01-02T15:27:00,157,cardio5
2011-01-02T15:30:00,57,strength5
2011-01-02T15:34:00,133,cardio5
2011-01-02T15:37:00,165,cardio1
2011-01-02T15:37:00,181,strength1
2011-01-02T15:38:30,100,cardio5
2011-01-02T15:42:00,28,cardio5
2011-01-02T15:42:00,77,cardio1
2011-01-02T15:42:30,192,cardio5
2011-01-02T15:43:00,251,cardio3
2011-01-02T15:43:30,50,strength1
2011-01-02T15:46:30,5,cardio5
2011-01-02T15:50:00,250,cardio1
2011-01-02T15:53:00,168,cardio2
2011-01-02T15:54:30,50,strength2
2011-01-02T15:59:30,349,cardio3
2011-01-02T16:00:00,75,strength1
2011-01-02T16:02:00,28,cardio2
2011-01-02T16:02:30,23,cardio4
2011-01-02T16:03:30,27,strength3
2011-01-02T16:05:30,212,cardio2
2011-01-02T16:05:30,248,cardio1
2011-01-02T16:09:30,1,strength3
2011-01-02T16:09:30,309,cardio5
2011-01-02T16:12:00,77,cardio4
2011-01-02T16:13:00,10,cardio5
2011-01-02T16:13:30,179,cardio5
2011-01-02T16:15:00,250,cardio4
2011-01-02T16:15:00,77,strength3
2011-01-02T16:16:30,309,strength3
2011-01-02T16:19:30,1,strength4
2011-01-02T16:20:00,304,strength1
2011-01-02T16:24:00,215,strength5
2011-01-02T16:26:30,1,strength5
2011-01-02T16:27:30,188,cardio4
2011-01-02T16:28:00,57,cardio5
2011-01-02T16:28:30,248,cardio4
2011-01-02T16:29:00,28,cardio3
2011-01-02T16:31:00,28,strength3
2011-01-02T16:32:00,181,cardio4
2011-01-02T16:32:30,50,cardio4
2011-01-02T16:33:00,106,strength5
2011-01-02T16:33:30,1,strength1
2011-01-02T16:38:00,75,cardio1
2011-01-02T16:41:30,188,strength2
2011-01-02T16:42:00,215,strength2
2011-01-02T16:46:00,168,cardio1
2011-01-02T16:48:00,106,strength1
2011-01-02T16:50:00,71,cardio2
2011-01-02T16:51:00,28,cardio4
2011-01-02T16:54:00,106,strength3
2011-01-02T16:56:30,1,cardio4
2011-01-02T16:57:00,232,cardio4
2011-01-02T16:58:30,248,cardio3
2011-01-02T16:59:00,215,strength1
2011-01-02T17:02:00,246,cardio5
2011-01-02T17:05:00,71,strength1
2011-01-02T17:07:00,304,cardio2
2011-01-02T17:11:00,294,cardio1
2011-01-02T17:17:00,201,strength2
2011-01-02T17:17:30,27,cardio3
2011-01-02T17:20:00,215,strength4
2011-01-02T17:22:00,232,cardio1
2011-01-02T17:24:30,241,cardio5
2011-01-02T17:24:30,280,cardio4
2011-01-02T17:29:00,232,strength1
2011-01-02T17:32:00,232,strength3
2011-01-02T17:33:00,75,cardio3
2011-01-02T17:40:30,248,cardio5
2011-01-02T17:45:30,309,cardio3
2011-01-02T17:48:00,181,cardio3
2011-01-02T17:50:00,201,cardio4
2011-01-02T17:58:00,201,strength1
2011-01-02T17:59:00,106,cardio2
2011-01-02T17:59:30,268,cardio5
2011-01-02T17:59:30,280,cardio1
2011-01-02T18:03:00,40,cardio2
2011-01-02T18:06:00,294,cardio3
2011-01-02T18:07:30,188,cardio3
2011-01-02T18:08:00,232,cardio3
2011-01-02T18:10:00,40,strength1
2011-01-02T18:10:30,241,cardio4
2011-01-02T18:17:00,232,strength2
2011-01-02T18:29:00,304,cardio3
2011-01-02T18:32:00,279,strength2
2011-01-02T18:32:30,281,cardio3
2011-01-02T18:41:30,281,strength2
2011-01-02T18:45:00,201,cardio3
2011-01-02T18:54:00,279,cardio4
2011-01-02T18:54:30,182,cardio1
2011-01-02T19:01:30,213,cardio3
2011-01-02T19:01:30,64,cardio2
2011-01-02T19:05:30,303,cardio5
2011-01-02T19:08:00,40,cardio5
2011-01-02T19:10:30,64,strength1
2011-01-02T19:11:00,232,cardio5
2011-01-02T19:14:30,281,cardio1
2011-01-02T19:22:00,71,cardio5
2011-01-02T19:23:30,64,strength2
2011-01-02T19:24:00,113,strength1
2011-01-02T19:24:00,276,strength1
2011-01-02T19:29:30,38,cardio2
2011-01-02T19:39:30,38,strength1
2011-01-02T19:45:00,346,strength2
2011-01-02T19:49:30,339,cardio2
2011-01-02T19:53:00,279,cardio5
2011-01-02T19:55:30,213,cardio5
2011-01-02T20:01:30,285,cardio5
2011-01-02T20:16:30,339,cardio4
2011-01-02T20:17:00,346,cardio2
2011-01-02T20:17:30,316,cardio2
2011-01-02T20:22:00,276,cardio4
2011-01-02T20:27:00,113,cardio4
2011-01-02T20:27:30,316,strength1
2011-01-02T20:40:30,316,strength2
2011-01-02T21:04:00,76,strength1
2011-01-02T21:09:00,346,cardio3
