48668192,2006-09-27 00:00:00.000,432000,445698
48668195,2000-03-24 00:00:00.000,415000,370650
48668202,2004-09-09 00:00:00.000,685000,645108
48668203,2000-12-08 00:00:00.000,313000,405863
48668205,1997-01-02 00:00:00.000,220000,214200
48668207,2007-04-03 00:00:00.000,1060000,886601
48672524,1996-06-28 00:00:00.000,179500,230394
48672527,2005-04-29 00:00:00.000,468000,454044
48672532,2001-12-31 00:00:00.000,438000,446289
48672533,2005-04-22 00:00:00.000,500000,566142
48672538,2005-06-28 00:00:00.000,635000,631455
48672540,1998-10-30 00:00:00.000,165000,189059
48672542,2002-10-17 00:00:00.000,389000,292631
48672545,2005-09-21 00:00:00.000,480000,476696
48672548,2002-09-25 00:00:00.000,300000,299911
48672550,2000-05-26 00:00:00.000,300000,294862
48672554,2000-04-10 00:00:00.000,605000,464307
48672556,1997-10-28 00:00:00.000,260000,226642
48672556,2002-05-28 00:00:00.000,456000,359109
48672559,2002-03-06 00:00:00.000,345000,313220
48672560,2004-07-08 00:00:00.000,529950,492107
48672561,2005-06-10 00:00:00.000,540000,560963
48672565,1998-01-16 00:00:00.000,310500,323587
48672568,1997-05-15 00:00:00.000,200000,195026
48672569,2000-07-05 00:00:00.000,310000,251355
48672570,2004-03-01 00:00:00.000,509000,423514
48672572,2001-01-17 00:00:00.000,329000,324570
48672575,2005-12-23 00:00:00.000,675000,537177
48672576,1997-10-20 00:00:00.000,187000,163151
48672578,2002-10-18 00:00:00.000,533000,474349
48673702,2002-07-16 00:00:00.000,370000,356038
48673705,2000-11-28 00:00:00.000,321000,324019
48673706,1996-10-22 00:00:00.000,160000,178338
48673712,1997-09-19 00:00:00.000,235000,201024
48673712,2002-10-03 00:00:00.000,385000,316900
48673714,2004-04-16 00:00:00.000,467000,429789
48673714,2007-05-08 00:00:00.000,700000,630951
48673715,2002-07-23 00:00:00.000,250000,326567
48673716,1996-07-29 00:00:00.000,130000,130372
48673716,2000-04-28 00:00:00.000,214950,198345
48673881,1998-07-16 00:00:00.000,379000,345203
48673882,2001-12-21 00:00:00.000,235000,256939
48673883,1996-06-21 00:00:00.000,183500,165904
48673883,2005-10-27 00:00:00.000,600000,458038
48673884,1996-08-05 00:00:00.000,204250,205925
48673885,2000-06-29 00:00:00.000,289950,284660
48673890,2005-11-15 00:00:00.000,715700,600153
48673891,1996-04-22 00:00:00.000,190000,187483
48673893,2004-08-16 00:00:00.000,439000,468814
48673895,1996-11-15 00:00:00.000,310000,258996
48673895,2001-05-21 00:00:00.000,499900,456099
48673895,2007-07-06 00:00:00.000,775000,797092
48673897,2001-09-27 00:00:00.000,340000,302835
48673899,2002-02-08 00:00:00.000,299950,308178
48673899,2005-04-29 00:00:00.000,561000,439889
48673900,2003-06-02 00:00:00.000,310000,298164
48673901,1997-02-27 00:00:00.000,295000,239117
48673903,1998-08-25 00:00:00.000,279000,205453
48673908,1997-07-17 00:00:00.000,18000,194144
48673908,2001-09-25 00:00:00.000,330000,295182
48673914,1998-11-13 00:00:00.000,259500,217251
48673914,2002-07-11 00:00:00.000,358000,298377
48673917,2000-12-29 00:00:00.000,293000,273165
48673918,1997-08-12 00:00:00.000,265000,198656
48674033,2005-07-01 00:00:00.000,640000,564340
48674036,2004-10-29 00:00:00.000,469500,559063
48674038,2005-01-07 00:00:00.000,790000,579317
48674048,1996-01-17 00:00:00.000,175000,187680
48674048,2005-10-19 00:00:00.000,650000,595735
48674049,2006-09-21 00:00:00.000,610000,769630
48674051,1997-03-31 00:00:00.000,192000,187412
48674056,2003-08-15 00:00:00.000,322000,356417
48674058,2004-04-07 00:00:00.000,421450,442124
48674060,1999-08-20 00:00:00.000,244500,255639
48674060,2005-05-16 00:00:00.000,420000,430574
48674062,2000-05-17 00:00:00.000,320000,297955
48674062,2002-12-13 00:00:00.000,370000,366127
48674066,2003-07-31 00:00:00.000,340000,357333
48674067,2005-06-02 00:00:00.000,510500,468868
48674074,2004-07-27 00:00:00.000,493500,479268
48674074,2006-09-29 00:00:00.000,720000,669988
48674076,2000-04-28 00:00:00.000,410000,332881
48674076,2003-12-26 00:00:00.000,462500,410222
48674079,2000-01-13 00:00:00.000,122500,202891
48674083,1996-05-31 00:00:00.000,177000,194677
48674086,1998-03-24 00:00:00.000,167000,329641
48674088,2005-07-20 00:00:00.000,429000,550599
48674090,2002-07-09 00:00:00.000,254000,316710
48674093,1997-12-29 00:00:00.000,213391,254042
48674095,1997-08-29 00:00:00.000,206500,227602
48674098,1999-01-08 00:00:00.000,235500,227468
48674098,2006-07-28 00:00:00.000,485000,507423
48674109,2002-09-12 00:00:00.000,300000,307440
48674113,1998-06-01 00:00:00.000,386000,457840
48674121,2004-07-27 00:00:00.000,390000,405891
48674125,1998-06-18 00:00:00.000,247500,244564
48674126,1996-06-28 00:00:00.000,154950,193212
48674130,1997-06-02 00:00:00.000,140000,204254
48674133,1997-10-27 00:00:00.000,230000,226336
48674133,2002-05-16 00:00:00.000,339950,350727
48674135,2006-05-30 00:00:00.000,433000,480568
48674139,2003-02-14 00:00:00.000,431460,423717
48674143,2003-08-14 00:00:00.000,370000,361227
48674143,2005-11-04 00:00:00.000,437000,506956
48674144,1996-08-09 00:00:00.000,158000,149113
48674145,2006-12-14 00:00:00.000,879000,811727
48674147,2004-04-29 00:00:00.000,564000,467069
48674149,2003-11-14 00:00:00.000,469500,363128
48674151,2000-03-23 00:00:00.000,625000,442226
48674155,1999-01-11 00:00:00.000,259000,352716
48674155,1999-11-15 00:00:00.000,420000,404638
48674155,2001-01-22 00:00:00.000,575000,462725
48674159,2004-10-28 00:00:00.000,530000,578991
48674159,2005-04-12 00:00:00.000,315000,594171
48674160,2002-04-17 00:00:00.000,540000,504870
48674161,2006-06-09 00:00:00.000,627000,383271
48674162,2005-06-03 00:00:00.000,558000,458300
48674163,2000-12-08 00:00:00.000,434500,391377
48674169,1999-08-18 00:00:00.000,429000,314233
48674173,1998-11-30 00:00:00.000,449950,365514
48674180,1998-09-03 00:00:00.000,355000,254014
48674180,2004-05-28 00:00:00.000,550000,388181
48674184,2005-06-03 00:00:00.000,825000,563155
48674186,2001-08-30 00:00:00.000,499000,428914
48674188,1996-06-27 00:00:00.000,387000,424104
48674189,2005-08-17 00:00:00.000,450000,431945
48674196,2006-05-09 00:00:00.000,390000,367568
48674198,2004-12-29 00:00:00.000,435000,435936
48674201,2005-07-08 00:00:00.000,724950,583255
48674203,2005-11-22 00:00:00.000,725000,648702
48674204,2002-02-27 00:00:00.000,321000,326471
48674205,1996-05-14 00:00:00.000,275000,199737
48674206,2001-12-12 00:00:00.000,345000,353036
48674207,2001-05-04 00:00:00.000,447500,415816
48674208,2005-11-08 00:00:00.000,469000,553983
48674208,2006-05-26 00:00:00.000,542000,631079
48674210,2002-03-04 00:00:00.000,206500,394976
48674220,2001-07-20 00:00:00.000,365000,467869
48674220,2002-07-29 00:00:00.000,569000,495801
48674225,2000-07-26 00:00:00.000,410000,367274
48674226,2001-02-22 00:00:00.000,413000,386115
48674226,2002-09-25 00:00:00.000,420000,413528
48674227,1999-01-11 00:00:00.000,338000,308941
48674230,2003-05-28 00:00:00.000,352950,345775
48674230,2005-06-24 00:00:00.000,425000,463589
48674232,2005-06-30 00:00:00.000,454000,512729
48674234,2004-02-13 00:00:00.000,499500,424753
48674236,2004-04-30 00:00:00.000,642000,579486
48674240,2002-09-27 00:00:00.000,455000,348278
48674240,2007-03-16 00:00:00.000,605000,589553
48674243,1999-06-30 00:00:00.000,332000,302646
48674244,2001-07-02 00:00:00.000,420000,489284
48674246,2007-05-25 00:00:00.000,797950,762839
48674248,2005-08-04 00:00:00.000,300000,386052
48674252,2002-10-22 00:00:00.000,575000,472293
48674254,2007-01-16 00:00:00.000,817000,812576
48674258,1998-05-15 00:00:00.000,277000,277792
48674258,2002-03-27 00:00:00.000,383000,359078
48674261,2005-01-21 00:00:00.000,441000,513344
48674264,2001-12-07 00:00:00.000,500000,507208
48674266,2002-10-18 00:00:00.000,435000,407490
48674268,2007-08-16 00:00:00.000,386000,561310
48674271,2002-02-27 00:00:00.000,514000,431824
48674271,2004-03-11 00:00:00.000,542000,477242
48674272,2000-10-16 00:00:00.000,440000,485618
48674274,1999-07-08 00:00:00.000,281950,268532
48674274,2004-08-23 00:00:00.000,385000,398940
48674276,1999-07-30 00:00:00.000,243000,252354
48674284,1996-03-07 00:00:00.000,249500,204803
48674287,2007-02-23 00:00:00.000,800000,617954
48674289,2007-07-27 00:00:00.000,365000,438286
48674293,1999-04-23 00:00:00.000,310000,264049
48674299,2003-01-29 00:00:00.000,525000,452594
48674301,1998-05-19 00:00:00.000,339000,238902
48674302,2001-07-03 00:00:00.000,298900,340251
48674302,2007-06-15 00:00:00.000,605000,587217
48674303,1999-05-03 00:00:00.000,275000,284637
48674305,2000-11-15 00:00:00.000,370500,328527
48674308,1998-09-24 00:00:00.000,240000,261220
48674309,2005-12-21 00:00:00.000,662500,653188
48674310,1997-03-17 00:00:00.000,240000,208721
48674310,2000-07-28 00:00:00.000,369950,335852
48674311,1996-07-31 00:00:00.000,184000,203117
48674312,2000-08-31 00:00:00.000,289000,252913
48674316,2002-10-24 00:00:00.000,375000,405751
48674317,1996-07-15 00:00:00.000,240000,228844
48674319,2006-06-22 00:00:00.000,661500,518534
48674319,2007-08-20 00:00:00.000,685000,740371
48674325,1999-06-22 00:00:00.000,312000,303543
48674325,2001-11-30 00:00:00.000,423000,369144
48674326,2004-07-01 00:00:00.000,425000,436126
48674327,2000-02-15 00:00:00.000,312000,397788
48674327,2000-08-10 00:00:00.000,500000,421233
48674328,1998-08-31 00:00:00.000,240000,264801
48674329,1997-05-01 00:00:00.000,280000,255004
48674333,1996-03-20 00:00:00.000,187000,169121
48674334,2004-05-21 00:00:00.000,385000,340398
48674338,1999-10-26 00:00:00.000,175000,256997
48674339,2002-06-11 00:00:00.000,500000,454488
48674341,1999-06-11 00:00:00.000,330000,356934
48674341,2003-09-12 00:00:00.000,519000,503598
48674341,2007-04-27 00:00:00.000,735000,741056
48674342,2000-05-25 00:00:00.000,800000,400576
48674342,2003-04-11 00:00:00.000,515000,503036
48674344,2003-12-30 00:00:00.000,676250,571277
48674345,1996-05-01 00:00:00.000,94320,232994
48674347,1996-02-28 00:00:00.000,194000,191905
48674350,2004-09-20 00:00:00.000,715000,564471
48674351,2000-03-15 00:00:00.000,430000,397436
48674353,1999-05-19 00:00:00.000,324000,325058
48674355,2006-09-15 00:00:00.000,665000,749471
48680794,2001-08-21 00:00:00.000,247000,245656
48680794,2003-10-14 00:00:00.000,322000,284931
48680794,2007-07-17 00:00:00.000,485000,477742
48680795,2001-05-15 00:00:00.000,250000,236218
48680798,2007-08-15 00:00:00.000,785000,793299
48680800,2007-06-26 00:00:00.000,675000,417899
48680807,2002-12-05 00:00:00.000,470000,351986
48680809,1998-08-20 00:00:00.000,132000,138519
48680813,1997-04-14 00:00:00.000,182000,193112
48680817,2003-07-31 00:00:00.000,372780,333847
48680818,1999-12-01 00:00:00.000,262500,276660
48680821,1997-06-16 00:00:00.000,257000,179344
48680821,2005-05-02 00:00:00.000,335000,404243
48680822,2007-06-08 00:00:00.000,467500,582221
48680824,2002-05-10 00:00:00.000,302300,337825
48680824,2003-04-30 00:00:00.000,410000,379239
48680825,2001-10-22 00:00:00.000,296000,302982
48680829,1998-05-14 00:00:00.000,200000,197074
48680831,1999-06-29 00:00:00.000,251000,198069
48680832,2007-02-09 00:00:00.000,493000,433243
48680838,2004-08-03 00:00:00.000,334000,318092
48680839,1996-05-30 00:00:00.000,184500,181282
48680839,2002-04-03 00:00:00.000,308500,329428
48680839,2005-08-18 00:00:00.000,465000,472448
48680841,1999-04-19 00:00:00.000,220000,202368
48680845,1996-10-28 00:00:00.000,276000,253943
48680845,2000-08-11 00:00:00.000,432500,426278
48680846,1997-06-30 00:00:00.000,265000,224414
48680847,2003-07-18 00:00:00.000,349000,311510
48680848,1998-11-25 00:00:00.000,197000,261660
48680849,2002-11-12 00:00:00.000,316900,299371
48680849,2005-12-02 00:00:00.000,407500,426554
48680852,1996-05-16 00:00:00.000,173900,199709
48680853,2005-04-29 00:00:00.000,366500,367392
48680853,2006-11-02 00:00:00.000,755000,458040
48680853,2007-07-05 00:00:00.000,794000,805745
48680854,2002-06-21 00:00:00.000,276900,275159
48680855,2005-05-20 00:00:00.000,400000,417687
48680857,2001-08-31 00:00:00.000,330000,351278
48680859,2005-09-01 00:00:00.000,524000,422487
48680860,2005-07-15 00:00:00.000,570000,474245
48680861,2000-01-03 00:00:00.000,300000,259845
48680861,2002-07-03 00:00:00.000,360000,325089
48680864,2003-06-23 00:00:00.000,380000,312777
48680865,2006-09-15 00:00:00.000,425000,454480
48680866,2003-06-04 00:00:00.000,335000,365581
48680867,2002-06-17 00:00:00.000,300000,282976
48680869,1997-03-20 00:00:00.000,182500,216207
48680872,2005-03-21 00:00:00.000,435000,504340
48680875,2004-08-10 00:00:00.000,343800,380972
48680876,1998-03-03 00:00:00.000,333000,270825
48680876,2002-02-08 00:00:00.000,480000,386707
48680878,2004-05-03 00:00:00.000,330000,353454
48680879,1998-06-29 00:00:00.000,335000,224397
48680882,2005-06-15 00:00:00.000,463900,453489
48680889,2000-06-16 00:00:00.000,275000,333985
48680889,2004-02-27 00:00:00.000,422000,414235
48680891,1999-04-28 00:00:00.000,246010,242406
48680892,1998-10-21 00:00:00.000,225000,222205
48680895,2004-06-03 00:00:00.000,300000,314442
48680898,1996-04-03 00:00:00.000,239900,184991
48680901,2003-06-24 00:00:00.000,399500,372090
48680902,2000-06-15 00:00:00.000,399950,423094
48680906,1996-06-19 00:00:00.000,169000,155761
48680907,2004-04-16 00:00:00.000,324200,312189
48680909,1998-09-30 00:00:00.000,250000,248006
48680910,2002-01-07 00:00:00.000,289000,267339
48680911,2005-09-19 00:00:00.000,414000,412933
48680912,2001-09-12 00:00:00.000,255000,257248
48680913,1999-03-17 00:00:00.000,250000,227325
48680913,2003-02-21 00:00:00.000,309000,297077
48680916,2004-07-09 00:00:00.000,400000,349197
48680918,2001-07-31 00:00:00.000,232000,234960
48680919,1998-07-24 00:00:00.000,241000,241361
48680921,2005-04-18 00:00:00.000,406000,434425
48680922,2005-08-01 00:00:00.000,513000,524885
48680923,1997-12-12 00:00:00.000,222000,204700
48680923,2003-03-17 00:00:00.000,333000,329999
48680923,2005-03-31 00:00:00.000,512000,411554
48680924,1997-12-16 00:00:00.000,107000,124810
48680927,1999-07-23 00:00:00.000,264000,242714
48680927,2004-12-22 00:00:00.000,380000,376697
48680930,2006-10-25 00:00:00.000,569000,601116
48680931,2001-07-02 00:00:00.000,339000,311643
48680933,2004-12-13 00:00:00.000,390000,376391
48680942,2002-06-28 00:00:00.000,370000,331803
48680943,1999-10-01 00:00:00.000,305600,261229
48680944,1998-08-28 00:00:00.000,283000,264956
48680944,2002-10-08 00:00:00.000,365000,345257
48688831,2007-05-25 00:00:00.000,450000,398218
48688832,2004-01-02 00:00:00.000,290000,327064
48688834,2003-05-30 00:00:00.000,269000,275899
48688837,2000-03-31 00:00:00.000,195000,206916
48688839,1997-10-07 00:00:00.000,175250,160803
48688849,1998-09-29 00:00:00.000,200000,170764
48688850,1997-04-29 00:00:00.000,160000,143905
48688850,1999-05-25 00:00:00.000,209950,179601
48688852,2003-09-29 00:00:00.000,235000,231061
48688856,2005-07-12 00:00:00.000,310000,311878
48688857,2000-09-27 00:00:00.000,251000,242710
48688860,2002-09-06 00:00:00.000,203600,339401
48688860,2003-10-31 00:00:00.000,390000,364181
48688861,1998-08-14 00:00:00.000,204500,199353
48688861,2004-08-02 00:00:00.000,320000,317664
48688864,2005-09-07 00:00:00.000,490000,400673
48688865,1999-12-23 00:00:00.000,168000,176910
48688866,1998-09-30 00:00:00.000,225000,189839
48688867,2007-01-31 00:00:00.000,295000,347309
48688870,1998-01-12 00:00:00.000,159500,137748
48688872,1997-03-17 00:00:00.000,310000,250757
48688873,2001-05-10 00:00:00.000,255000,286135
48688874,2001-01-08 00:00:00.000,258000,262702
48688875,2006-09-05 00:00:00.000,425000,425009
48688876,2000-05-05 00:00:00.000,232500,216247
48688878,1997-10-30 00:00:00.000,150000,179209
48688879,2003-04-14 00:00:00.000,288000,268057
48688881,2006-06-30 00:00:00.000,265000,315034
48688883,2006-06-30 00:00:00.000,280000,292685
48688885,1997-12-19 00:00:00.000,283000,194867
48688888,1996-03-29 00:00:00.000,164000,180108
48688890,2002-07-22 00:00:00.000,325000,276916
48688890,2003-07-31 00:00:00.000,335000,298283
48688893,2006-02-28 00:00:00.000,369000,417972
48688897,2004-05-17 00:00:00.000,245000,232531
48688898,1998-09-18 00:00:00.000,100000,164461
48688901,2005-05-31 00:00:00.000,332000,390104
48688902,1998-02-02 00:00:00.000,249950,119154
48688902,2002-10-28 00:00:00.000,130000,186332
48688903,1998-02-02 00:00:00.000,249950,236411
48688904,2007-05-24 00:00:00.000,385000,379652
48688906,1998-06-02 00:00:00.000,181000,184550
48688908,2002-06-14 00:00:00.000,263000,248046
48688908,2004-02-23 00:00:00.000,284000,273087
48688909,1998-09-11 00:00:00.000,187950,187836
48692871,1996-04-26 00:00:00.000,185000,184596
48692871,2000-08-30 00:00:00.000,299309,295746
48692876,2006-06-28 00:00:00.000,895000,491626
48692876,2007-08-24 00:00:00.000,1215000,1001712
48692878,2004-05-28 00:00:00.000,400000,451087
48692879,2002-04-22 00:00:00.000,198650,240348
48692889,2001-06-29 00:00:00.000,225000,272046
48692893,1999-05-19 00:00:00.000,259000,238232
48692895,2001-07-27 00:00:00.000,475000,411831
48692895,2003-10-20 00:00:00.000,485000,446911
48694429,2004-07-30 00:00:00.000,300000,297994
48694429,2006-10-25 00:00:00.000,365000,380901
48694432,1996-05-15 00:00:00.000,165000,176780
48694435,2003-02-07 00:00:00.000,325000,352232
48694435,2006-08-31 00:00:00.000,480000,518904
48694436,1996-02-27 00:00:00.000,138500,158471
48694437,2006-11-15 00:00:00.000,425000,428033
48694439,2001-02-12 00:00:00.000,500000,475338
48694441,2003-08-22 00:00:00.000,259950,285540
48694442,2000-06-30 00:00:00.000,240000,242650
48694443,2006-07-27 00:00:00.000,535000,534265
48694449,2006-05-02 00:00:00.000,320000,369771
48694450,2000-03-30 00:00:00.000,256180,239736
48694450,2004-09-03 00:00:00.000,315000,343594
48694451,2006-07-20 00:00:00.000,449500,392055
48694453,2005-11-30 00:00:00.000,395000,394691
48694453,2007-01-09 00:00:00.000,490000,459444
48694456,2004-09-10 00:00:00.000,322000,321380
48694456,2006-05-02 00:00:00.000,320000,408654
48694457,1999-11-17 00:00:00.000,143000,145510
48694457,2004-01-21 00:00:00.000,189000,206549
48694459,2005-09-20 00:00:00.000,495000,522140
48694461,1999-07-09 00:00:00.000,267000,234691
48698960,2004-04-05 00:00:00.000,322000,283690
48698963,2002-09-24 00:00:00.000,213000,210857
48698963,2005-05-19 00:00:00.000,280000,280068
48698964,2005-04-26 00:00:00.000,415000,352948
48698965,1996-12-16 00:00:00.000,115000,136819
48698966,2004-08-06 00:00:00.000,352000,322587
48698968,2004-04-27 00:00:00.000,420000,321321
48698970,2004-05-25 00:00:00.000,443000,542040
48698975,2003-09-26 00:00:00.000,287950,292592
48698975,2003-09-30 00:00:00.000,287950,292592
48698980,1997-08-28 00:00:00.000,192000,147613
48698982,1998-06-29 00:00:00.000,156500,164436
48698983,1997-12-03 00:00:00.000,153000,157819
48698984,2002-11-14 00:00:00.000,243000,221332
48698985,2003-11-07 00:00:00.000,249950,243755
48698986,1996-07-15 00:00:00.000,139950,146826
48698988,2007-06-29 00:00:00.000,345000,355362
48698989,1998-04-20 00:00:00.000,213750,177868
48698992,2002-08-30 00:00:00.000,193500,213477
48698995,1997-01-31 00:00:00.000,168500,137989
48698996,2002-01-22 00:00:00.000,260000,191889
48698996,2003-12-12 00:00:00.000,325000,238556
48698996,2007-05-14 00:00:00.000,393950,429565
48698997,1997-01-31 00:00:00.000,137000,142742
48698997,2004-11-23 00:00:00.000,245000,290094
48698999,2001-05-25 00:00:00.000,193000,224232
48698999,2003-03-21 00:00:00.000,219500,242480
48699001,2003-05-01 00:00:00.000,525000,445493
48699002,2006-06-30 00:00:00.000,679950,649889
48699003,1996-01-31 00:00:00.000,120000,123986
48699004,2005-10-26 00:00:00.000,459300,417871
48699004,2006-12-22 00:00:00.000,520000,476373
48699007,2002-05-29 00:00:00.000,335000,280328
48699011,1999-05-04 00:00:00.000,250000,164474
48699013,2003-06-09 00:00:00.000,547500,528636
48699015,2004-09-03 00:00:00.000,292000,258199
48699015,2004-09-07 00:00:00.000,315000,258199
48699015,2004-09-22 00:00:00.000,287909,258199
48699015,2004-09-23 00:00:00.000,296200,258199
48699015,2004-11-12 00:00:00.000,314950,256142
48699015,2007-06-13 00:00:00.000,369500,389785
48699018,2006-07-28 00:00:00.000,320100,328093
48699020,2004-04-26 00:00:00.000,255800,243888
48699021,1999-06-15 00:00:00.000,184000,179280
48699022,2000-03-30 00:00:00.000,201500,203870
48699022,2000-03-31 00:00:00.000,199950,203870
48699022,2000-04-14 00:00:00.000,208950,205460
48699022,2004-08-27 00:00:00.000,260000,261519
48699022,2007-06-12 00:00:00.000,339950,338850
48699026,2001-09-28 00:00:00.000,252150,270141
48699027,1997-06-25 00:00:00.000,179500,190014
48699028,1998-05-22 00:00:00.000,209500,208350
48699028,2003-09-26 00:00:00.000,283500,298226
48699034,2005-04-18 00:00:00.000,330000,344593
48699036,1998-04-06 00:00:00.000,130000,182776
48699038,2004-08-27 00:00:00.000,264000,244760
48699038,2005-09-28 00:00:00.000,325000,287147
48699039,2002-02-21 00:00:00.000,224950,233666
48699040,2000-07-21 00:00:00.000,215500,255226
48699042,1998-11-13 00:00:00.000,264500,255257
48699044,2006-05-05 00:00:00.000,620000,432205
48699045,2004-11-29 00:00:00.000,299950,266451
48699046,2000-12-20 00:00:00.000,257500,228096
48699048,2003-03-28 00:00:00.000,375000,308891
48699048,2006-08-31 00:00:00.000,559950,510657
